time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,en0,pdp_ip0,DeviceOrientation,Event
2013-11-12 15:15:30.481,1,0.1,52.17007,4.458165,0,1.797554,96.35889,11.0245,10,1384265528,-0.2111206,-0.7777405,-0.7236176,0.8504028,-37.34033,-10.14777,207.1623,206.8186,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:30.711,2,0.2,52.17007,4.458165,0,1.797554,96.35889,11.0245,10,1384265528,-0.2366943,-0.7690277,-0.7899475,1.456261,-37.06612,-10.89426,210.2842,209.9405,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:30.870,3,0.3,52.17007,4.458165,0,1.797554,96.35889,11.0245,10,1384265528,-0.2061157,-0.7185364,-0.6507416,-0.2511597,-36.79189,-11.52589,207.4378,207.0941,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:31.088,4,0.4,52.17007,4.458165,0,1.797554,96.35889,11.0245,10,1384265528,-0.10112,-0.7867279,-0.6111908,0.9054794,-35.4208,-8.367691,205.3956,205.0519,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:31.215,5,0.5,52.17007,4.458165,0,1.797554,96.35889,11.0245,10,1384265528,-0.1327515,-0.7389374,-0.5832062,1.456261,-34.87236,-6.874725,203.6314,203.2876,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:31.373,6,0.6,52.17007,4.458165,0,1.797554,96.35889,11.0245,10,1384265528,-0.1516876,-0.8918915,-0.6802368,1.841808,-34.70783,-8.195427,206.6413,206.2976,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:31.489,7,0.7,52.17007,4.458165,0,1.797554,96.35889,11.0245,10,1384265528,-0.1272888,-0.6676178,-0.4645996,1.786732,-34.76268,-10.32004,210.3459,210.0021,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:31.619,8,0.8,52.17007,4.458222,0,1.991849,98.80275,10.94258,10,1384265529,-0.1723938,-0.7004547,-0.630188,1.18087,-35.47564,-9.918083,207.5705,207.2268,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:31.728,9,0.9,52.17007,4.458222,0,1.991849,98.80275,10.94258,10,1384265529,-0.1697235,-0.8888702,-0.4933929,0.6851692,-36.84673,-10.43488,205.9196,205.5759,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:32.029,10,1,52.17007,4.458222,0,1.991849,98.80275,10.94258,10,1384265529,-0.1420441,-0.7186584,-0.5219727,1.841808,-37.45002,-8.310272,205.4325,205.0888,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:32.170,11,1.1,52.17007,4.458222,0,1.991849,98.80275,10.94258,10,1384265529,-0.2173767,-0.8381805,-0.7205658,1.456261,-36.07893,-7.908318,205.4111,205.0674,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:32.319,12,1.2,52.17007,4.458222,0,1.991849,98.80275,10.94258,10,1384265529,-0.2350922,-0.8693848,-0.6455841,1.291027,-35.91439,-8.425117,207.2661,206.9224,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:32.481,13,1.3,52.17007,4.458222,0,1.991849,98.80275,10.94258,10,1384265529,-0.1621704,-0.7739563,-0.6319122,-0.5816269,-37.77908,-9.918083,204.9697,204.626,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:32.652,14,1.4,52.17007,4.458222,0,1.991849,98.80275,10.94258,10,1384265529,-0.2092896,-0.8869476,-0.5841064,0.7402458,-37.12096,-7.506363,204.737,204.3932,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:32.791,15,1.5,52.17007,4.458222,0,1.991849,98.80275,10.94258,10,1384265529,-0.2092896,-0.8869476,-0.5841064,0.4097786,-35.03689,-8.539955,200.5446,200.2009,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:32.983,16,1.6,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.2001953,-0.8601532,-0.6279449,0.8504028,-34.81752,-9.688393,201.0746,200.7309,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:33.093,17,1.7,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.1876678,-0.7411346,-0.6223755,1.676575,-36.07892,-10.09035,201.1012,200.7575,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:33.214,18,1.8,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.1842041,-0.7826233,-0.555069,1.676575,-36.95642,-12.27238,200.1506,199.8069,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:33.286,19,1.9,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.1912231,-0.7742615,-0.5122986,0.5750122,-36.73705,-13.8802,197.8276,197.4839,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:33.403,20,2,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.1376343,-0.7507019,-0.7078094,1.566418,-38.8211,-12.50207,198.5273,198.1835,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:33.503,21,2.1,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.1305389,-0.7741394,-0.6882629,1.346107,-39.36954,-7.219254,196.7935,196.4498,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:33.587,22,2.2,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.1087799,-0.6827698,-0.6971588,2.778137,-38.0533,-6.645035,198.32,197.9763,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:33.718,23,2.3,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.1273956,-0.8457031,-0.8165741,1.18087,-38.21782,-5.668861,194.56,194.2162,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:33.855,24,2.4,52.17007,4.458272,0,2.111566,100.0453,10.8617,10,1384265530,-0.1174774,-0.7588959,-0.7057648,0.8504028,-37.77908,-6.702461,195.9837,195.64,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:34.087,25,2.5,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.1653442,-0.690094,-0.7655334,-0.7468643,-35.96923,-7.678627,195.4914,195.1477,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:34.228,26,2.6,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.1912994,-0.6013031,-0.7308197,-1.132408,-36.35315,-7.27668,194.1801,193.8364,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:34.381,27,2.7,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.1912994,-0.6013031,-0.7308197,-1.793346,-35.47564,-8.425117,193.8982,193.5545,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:34.537,28,2.8,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.187561,-0.7179718,-0.7655487,-2.344128,-34.37877,-9.803238,195.8609,195.5172,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:34.690,29,2.9,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.1669464,-0.6776123,-0.6867065,-1.95858,-34.21423,-9.401283,196.2581,195.9144,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:34.793,30,3,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.2253571,-0.7971039,-0.8443451,-2.123817,-32.51408,-9.803238,197.9491,197.6053,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:34.983,31,3.1,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.2049713,-0.6591492,-0.7813263,-2.399208,-32.13017,-10.77941,199.3151,198.9714,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:35.069,32,3.2,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.1840973,-0.6547394,-0.7900238,-2.894909,-32.95283,-12.67433,200.7107,200.3669,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:35.206,33,3.3,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.3485718,-0.8718567,-1.60791,-3.060143,-33.00767,-15.02863,204.8063,204.4626,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:35.284,34,3.4,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.2016602,0.02661133,-1.348785,-2.399208,-30.70424,-14.6841,205.9797,205.636,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:15:35.402,35,3.5,52.17006,4.458338,0,2.253945,102.1443,10.77824,10,1384265531,-0.2589417,-0.3809662,-1.37616,-3.776161,-30.21064,-16.23449,197.7471,197.4034,25,0.0.0.0,10.139.171.151,1,0
