time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,en0,pdp_ip0,DeviceOrientation,Event
2013-11-12 15:18:00.545,1,0.1,52.17018,4.457796,0,4.952755,103.4878,9,5,1384265630,-0.1672211,-0.9087677,-0.5264435,0.6575165,-32.72972,-10.8371,192.789,192.4453,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:00.679,2,0.2,52.17018,4.457796,0,4.952755,103.4878,9,5,1384265630,-0.2436066,-0.5975952,-0.3250427,-0.8295898,-32.67488,-9.286705,193.2264,192.8826,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:00.775,3,0.3,52.17018,4.457796,0,4.952755,103.4878,9,5,1384265630,-0.234436,-0.9305573,-0.272522,-1.655762,-33.16847,-9.68866,193.0739,192.7302,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:00.899,4,0.4,52.17018,4.457796,0,4.952755,103.4878,9,5,1384265630,-0.1140442,-0.8293762,-0.2742767,-1.820999,-31.35863,-8.597649,190.5382,190.1945,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:01.083,5,0.5,52.17018,4.457796,0,4.952755,103.4878,9,5,1384265630,-0.1267242,-0.6669464,-0.1734924,-2.041309,-31.57801,-9.057022,189.4807,189.137,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:01.170,6,0.6,52.17018,4.457796,0,4.952755,103.4878,9,5,1384265630,-0.17659,-0.6381378,-0.01216125,-1.986233,-32.0716,-8.425377,189.2038,188.86,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:01.293,7,0.7,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,-0.1912231,-0.7806549,-1.113922,-1.435452,-31.96191,-8.655067,189.3852,189.0414,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:01.386,8,0.8,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,-0.5443115,-2.001465,-1.699203,-1.876076,-33.16847,-7.73632,189.6163,189.2725,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:01.501,9,0.9,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,-0.08946228,-0.3848114,-0.7747803,-1.765919,-32.51034,-8.080849,189.7782,189.4344,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:01.608,10,1,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,-0.09370422,-1.240311,-1.045166,-2.3167,-32.0716,-9.114441,190.0143,189.6705,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:01.723,11,1.1,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,-0.1297913,-1.554703,-0.5469971,-0.8295898,-32.89425,-8.712486,190.3155,189.9718,25,0.0.0.0,10.139.171.151,4,0
2013-11-12 15:18:01.856,12,1.2,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,-0.3135376,-0.2307892,-0.7721863,-1.10498,-32.83941,-8.080849,190.5391,190.1953,25,0.0.0.0,10.139.171.151,4,0
2013-11-12 15:18:02.073,13,1.3,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,-0.08638,-0.9897156,-0.5463409,-2.426857,-33.49754,-8.769913,190.7933,190.4496,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:02.199,14,1.4,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,0.006988525,-0.4967194,-0.7254333,-2.812405,-32.67488,-8.138268,190.8666,190.5229,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:02.350,15,1.5,52.17017,4.457828,0,4.63705,102.0116,9,5,1384265631,-0.1208801,-0.6877899,-0.5200195,-2.481934,-31.57801,-9.286705,191.1723,190.8286,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:02.478,16,1.6,52.17017,4.457838,0,0.3656072,98.62044,9.237291,10,1384265632,-0.1146851,-0.9980927,-0.3458862,-2.757324,-32.51034,-8.425377,191.2857,190.942,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:02.630,17,1.7,52.17017,4.457838,0,0.3656072,98.62044,9.237291,10,1384265632,-0.1682281,-0.6564178,-0.5076447,-1.765919,-31.96191,-9.229286,191.5471,191.2034,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:02.762,18,1.8,52.17017,4.457838,0,0.3656072,98.62044,9.237291,10,1384265632,-0.09492493,-0.8093262,-0.3949738,-3.80381,-33.11362,-5.382019,191.5786,191.2349,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:02.863,19,1.9,52.17017,4.457838,0,0.3656072,98.62044,9.237291,10,1384265632,-0.04394531,-0.7796173,-0.6723175,-1.876076,-32.9491,-5.209755,191.5168,191.1731,25,0.0.0.0,10.139.171.151,1,0
2013-11-12 15:18:03.062,20,2,52.17017,4.457838,0,0.3656072,98.62044,9.237291,10,1384265632,-0.1539612,-0.9733124,-0.6109161,-2.206543,-31.85222,-4.865227,191.4892,191.1455,25,0.0.0.0,10.139.171.151,1,0
