time,timestamp,recordtime,lat,long,alt,speed,course,verticalAccuracy,horizontalAccuracy,locTimeStamp,accelerationX,accelerationY,accelerationZ,HeadingX,HeadingY,HeadingZ,TrueHeading,MagneticHeading,HeadingAccuracy,en0,pdp_ip0,DeviceOrientation,Event
2013-11-13 08:51:23.212,1,0.03,52.37608,4.91822,0,0,-1,17.29746,10,1384329068,-0.07475281,-0.4531555,-0.9527283,8.032764,-27.50624,-42.33479,243.1842,242.7053,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:23.479,2,0.06,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.07475281,-0.4531555,-0.9527283,7.261673,-27.61593,-44.7465,243.3155,242.8366,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:23.574,3,0.09,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.08743286,-0.451355,-0.8894958,8.198002,-27.56108,-44.80392,243.5585,243.0795,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:23.646,4,0.12,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.07096863,-0.4625244,-0.8991241,7.151516,-27.94499,-44.97619,243.7068,243.2279,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:23.786,5,0.15,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.08082581,-0.4542084,-0.8651123,7.481983,-27.50624,-45.55041,247.5066,247.0276,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:23.881,6,0.18,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.06845093,-0.4479218,-0.8991394,7.647221,-27.23202,-45.49299,248.7306,248.2517,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:23.975,7,0.21,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.06384277,-0.4411774,-0.9011078,6.986282,-26.79327,-45.49299,249.4008,248.9218,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:24.073,8,0.24,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.06932068,-0.4451904,-0.9254608,7.481983,-27.17718,-44.7465,249.3996,248.9207,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:24.176,9,0.27,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.07780457,-0.4573822,-0.8865204,7.537064,-26.90296,-45.60783,249.4462,248.9673,25,0.0.0.0,10.139.130.79,5,0
2013-11-13 08:51:24.305,10,0.3,52.37608,4.91822,0,0,-1,16.90833,10,1384329069,-0.07794189,-0.450592,-0.8904266,6.876125,-27.01265,-45.03361,249.3994,248.9205,25,0.0.0.0,10.139.130.79,5,0
